AMD Athlon II X4 631,2011 2 Semester
AMD PRO A10-9700E,2016 2 Semester
Intel Celeron G1620,2013 1 Semester
Intel Celeron G3920,2015 2 Semester
AMD Phenom X3 8650,2008 1 Semester
AMD Athlon II X3 425e,2011 1 Semester
Intel Core i7-6700,2015 2 Semester
AMD Phenom II X6 1100T,2010 2 Semester
AMD A10-5800B,2012 2 Semester
AMD FX-8100,2011 2 Semester
Intel Core i7-5820K,2014 2 Semester
Intel Core i3-530,2010 1 Semester
Intel Core 2 Duo E8300,2008 1 Semester
Intel Core i5-2400S,2011 1 Semester
Intel Core i7-4771,2013 2 Semester
AMD PRO A10-8770,2016 2 Semester
Intel Core i7-4770,2013 1 Semester
AMD Phenom II X6 1075T ,2010 2 Semester
AMD Athlon X2 450,2014 2 Semester
AMD A4-6300B,2013 2 Semester
Intel Core i7-6800K,2016 1 Semester
AMD Athlon 64 X2 5600+ ,2008 1 Semester
Intel Core i7-920,2008 2 Semester
AMD Athlon II X4 620,2009 2 Semester
Intel Pentium J4205,2016 2 Semester
Intel Celeron G3930,2017 1 Semester
Intel Core i7-3970X,2012 2 Semester
Intel Celeron G1630,2013 2 Semester
Intel Core 2 Quad Q8200S,2009 1 Semester
AMD Athlon X2 7450,2008 2 Semester
Intel Pentium G4500,2015 2 Semester
Intel Pentium G4500T,2015 2 Semester
Intel Pentium G4620,2017 1 Semester
AMD Ryzen 7 1800X,2017 1 Semester
AMD FX-8370,2014 2 Semester
AMD Athlon 64 X2 5200B,2008 1 Semester
Intel Core i3-4150T,2014 1 Semester
Intel Pentium E6500K,2009 2 Semester
AMD Athlon II X4 650,2011 1 Semester
AMD Athlon II X4 651,2011 2 Semester
Intel Pentium J5005,2017 2 Semester
AMD A8 PRO-7600B,2014 2 Semester
AMD Ryzen 5 1400,2017 1 Semester
AMD Athlon X2 7750 ,2008 2 Semester
AMD FX-8120,2011 2 Semester
Intel Pentium G3420,2013 2 Semester
Intel Celeron 450,2008 2 Semester
AMD Athlon II X3 405e ,2009 2 Semester
AMD Phenom II X4 B97,2010 2 Semester
AMD Athlon II X4 645,2010 2 Semester
Intel Core 2 Quad Q9400S,2009 1 Semester
AMD Phenom X4 9950 ,2009 1 Semester
AMD Sempron X2 198,2012 1 Semester
AMD A12-9800,2016 2 Semester
AMD Athlon II X2 245e,2010 1 Semester
AMD Phenom II X4 970 ,2010 2 Semester
AMD Athlon 64 3800+ ,2007 1 Semester
AMD Sempron X2 190,2011 2 Semester
AMD Athlon II X4 641,2012 1 Semester
AMD Athlon II X4 640,2010 1 Semester
Intel Core i3-6100T,2015 2 Semester
Intel Core 2 Quad Q6700,2007 2 Semester
AMD Phenom X3 8250e,2008 2 Semester
AMD PRO A6-9500E,2016 2 Semester
AMD Athlon X2 7550,2008 2 Semester
AMD Phenom II X2 550 ,2009 2 Semester
AMD Phenom II X3 740,2009 2 Semester
Intel Pentium G4600,2017 1 Semester
AMD FX-8150,2011 2 Semester
AMD Sempron 3850,2014 1 Semester
AMD Athlon II X2 210e,2010 2 Semester
Intel Core i3-4370T,2015 1 Semester
AMD A8-7670K,2015 2 Semester
AMD A6-9500E,2016 2 Semester
Intel Core i5-2405S,2011 1 Semester
AMD Sempron X2 180,2010 2 Semester
Intel Core i7-4820K,2013 2 Semester
Intel Celeron G1820,2013 2 Semester
Intel Core 2 Extreme QX6800,2007 1 Semester
AMD Phenom X3 8450,2008 1 Semester
AMD Phenom II X6 1035T,2010 1 Semester
AMD FX-8140,2012 2 Semester
AMD FX-9590,2013 1 Semester
AMD A4 PRO-7300B,2014 2 Semester
AMD PRO A6-8570,2016 2 Semester
AMD Athlon II X2 235e,2009 2 Semester
AMD Sempron 2650,2014 1 Semester
AMD PRO A8-9600,2016 2 Semester
Intel Pentium E5400 ,2009 1 Semester
Intel Core i7-4930K,2013 2 Semester
Intel Celeron G1830,2013 2 Semester
Intel Pentium G4600T,2017 1 Semester
Intel Core i5-8600K,2017 2 Semester
Intel Core i7-2600,2011 1 Semester
Intel Core i5-4690K,2014 1 Semester
Intel Celeron G440,2011 2 Semester
Intel Core i7-2600K,2011 1 Semester
Intel Pentium G2120,2012 2 Semester
Intel Celeron G1620T,2013 2 Semester
AMD Custom APUs 1.75GHz,2013 2 Semester
Intel Core i5-4460S,2014 1 Semester
Intel Pentium G6960,2011 1 Semester
Intel Pentium G850,2011 1 Semester
AMD Phenom X4 9100e,2008 1 Semester
AMD A8-5600K,2012 2 Semester
AMD Phenom X4 9650,2008 1 Semester
AMD Athlon 64 1640B,2008 1 Semester
AMD Phenom II X3 B77,2010 2 Semester
Intel Core i3-2130,2011 2 Semester
Intel Core i3-3220,2012 2 Semester
Intel Core i3-3225,2012 2 Semester
AMD PRO A12-9800E,2016 2 Semester
Intel Pentium G3460,2014 2 Semester
Intel Core i5-680,2010 1 Semester
Intel Core i5-4460T,2014 1 Semester
Intel Pentium G2130,2013 1 Semester
Intel Core i5-4690S,2014 1 Semester
Intel Celeron G555,2012 2 Semester
Intel Core i5-4690T,2014 1 Semester
AMD Ryzen 5 1600X,2017 1 Semester
AMD A10-6790K,2013 2 Semester
AMD A10-9700,2016 2 Semester
Intel Core i5-2390T,2011 1 Semester
AMD Athlon II X2 280,2013 1 Semester
AMD PRO A8-8650B,2015 2 Semester
Intel Celeron E3200,2009 2 Semester
Intel Core i5-4570R,2013 1 Semester
Intel Core i7-3820,2012 1 Semester
Intel Pentium G2010,2013 1 Semester
Intel Core i5-4570S,2013 1 Semester
Intel Pentium G3220,2013 2 Semester
AMD FX-9370,2013 1 Semester
AMD Phenom X4 9450e,2009 1 Semester
Intel Pentium G840,2011 1 Semester
AMD A4-3400,2011 2 Semester
AMD A10-7890K,2016 1 Semester
Intel Core i3-3210,2013 1 Semester
AMD Ryzen 3 PRO 1200 ,2017 2 Semester
Intel Core i3-2120,2011 1 Semester
Intel Core i3-2125,2011 2 Semester
AMD Phenom X3 8600,2008 1 Semester
Intel Core i5-670,2010 1 Semester
Intel Pentium G4560,2017 1 Semester
AMD E2-3200,2011 2 Semester
Intel Pentium G2020,2013 1 Semester
Intel Core i5-4570T,2013 1 Semester
AMD Athlon X4 880K,2016 1 Semester
Intel Pentium G2140,2013 1 Semester
AMD Custom APUs 1.6GHz,2013 2 Semester
Intel Pentium G3470,2015 1 Semester
Intel Core 2 Quad Q8400S,2009 1 Semester
Intel Core i5-7400T,2017 1 Semester
AMD A10-8750,2015 2 Semester
AMD Ryzen 3 1200,2017 2 Semester
Intel Celeron G460,2011 2 Semester
AMD Athlon II X2 260u ,2009 2 Semester
Intel Pentium G4520,2015 2 Semester
Intel Celeron G1610T,2013 1 Semester
Intel Pentium G4400,2015 2 Semester
Intel Pentium G3430,2013 2 Semester
Intel Celeron G1840T,2014 1 Semester
Intel Celeron G3930T,2017 1 Semester
AMD Phenom X4 9600B ,2008 1 Semester
Intel Pentium E5800,2010 2 Semester
AMD Phenom X4 9550,2008 1 Semester
